,id,x_px,y_px,z_px,visibility,x,y,z
0,0,239,155,-312,0.9997113347053528,0.16417910447761194,0.034031413612565446,0.24677898909811694
7,7,278,130,-235,0.9996605515480042,0.3582089552238806,0.0013089005235602095,0.32309217046580774
8,8,238,139,-133,0.9994710087776184,0.15920398009950248,0.013089005235602094,0.4241823587710605
11,11,335,216,-224,0.999924898147583,0.6417910447761194,0.11387434554973822,0.333994053518335
12,12,253,227,12,0.9998719096183777,0.23383084577114427,0.12827225130890052,0.5678889990089198
13,13,370,321,-363,0.8135908246040344,0.8159203980099502,0.2513089005235602,0.1962338949454906
14,14,224,322,-127,0.32967814803123474,0.08955223880597014,0.2526178010471204,0.4301288404360753
15,15,268,250,-500,0.8276148438453674,0.30845771144278605,0.15837696335078533,0.06045589692765114
16,16,210,250,-481,0.482360303401947,0.01990049751243781,0.15837696335078533,0.07928642220019821
19,19,241,225,-561,0.8220677971839905,0.17412935323383086,0.1256544502617801,0.0
20,20,212,220,-559,0.5552956461906433,0.029850746268656716,0.11910994764397906,0.0019821605550049554
23,23,321,468,-92,0.9998887777328491,0.572139303482587,0.443717277486911,0.464816650148662
24,24,261,467,92,0.9998525977134705,0.2736318407960199,0.4424083769633508,0.647175421209118
25,25,353,658,-178,0.7725131511688232,0.7313432835820896,0.6924083769633508,0.379583746283449
26,26,268,650,164,0.7365861535072327,0.30845771144278605,0.6819371727748691,0.7185332011892963
27,27,392,851,-180,0.8012576103210449,0.9253731343283582,0.9450261780104712,0.377601585728444
28,28,311,797,425,0.8356488347053528,0.5223880597014925,0.8743455497382199,0.977205153617443
31,31,340,893,-384,0.8175622224807739,0.6666666666666666,1.0,0.17542120911793854
32,32,257,827,355,0.858481764793396,0.2537313432835821,0.9136125654450262,0.9078295341922695
