,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,509,308,-291,0.9999345541000366,-0.16618804410858726,-0.6142646693633859,-1.224322046470858
7,0,7,595,308,-273,0.9999520778656006,0.19563908989998247,-0.6142646693633859,-1.148590785864413
20,0,20,507,615,-827,0.9568362236022949,-0.17460262862041445,0.6773740532020899,-3.4794306956405485
16,0,16,467,638,-702,0.9783799052238464,-0.34289431885695854,0.7741417750881027,-2.953519163651348
14,0,14,378,613,-223,0.9793212413787842,-0.7173433296332691,0.6689594686902627,-0.9382261730687331
12,0,12,430,445,-93,0.9998986721038818,-0.49856413232576174,-0.03786563030322241,-0.39127817979996493
11,0,11,667,463,-125,0.9999797344207764,0.49856413232576174,0.03786563030322241,-0.5259115319892002
13,0,13,708,635,-253,0.9946388602256775,0.6710631148182195,0.7615198983203618,-1.0644449407461412
15,0,15,613,618,-733,0.9944115281105042,0.27137035050642727,0.6899959299698306,-3.08394522358467
19,0,19,576,588,-862,0.9855086207389832,0.11570053703762403,0.5637771622924226,-3.6266859245975245
24,0,24,477,800,9,0.9990180730819702,-0.3008213962978225,1.455723120546106,0.03786563030322241
23,0,23,608,800,-10,0.999250590801239,0.2503338892268593,1.455723120546106,-0.042072922559136014
26,0,26,469,1058,4,0.9899386167526245,-0.33447973434513134,2.541204522571815,0.016829169023654406
25,0,25,615,1049,-53,0.9930926561355591,0.2797849350182545,2.5033388922685926,-0.22298648956342088
26,0,26,469,1058,4,0.9899386167526245,-0.33447973434513134,2.541204522571815,0.016829169023654406
28,0,28,481,1303,386,0.9846591949462891,-0.2839922272741681,3.5719911252706478,1.6240148107826502
32,0,32,470,1396,97,0.9757349491119385,-0.3302724420892177,3.9632693050706127,0.4081073488236193
27,0,27,612,1301,376,0.9862282276153564,0.2671630582505137,3.5635765407588202,1.5819418882235141
31,0,31,617,1398,81,0.977702796459198,0.2881995195300817,3.97168388958244,0.3407906727290017
