,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,433,1112,-905,0.9985758066177368,0.2014357367633562,0.6550284389714892,-2.6230121118106093
7,0,7,337,1109,-996,0.9980175495147705,-0.07680643200329408,0.6463333711975313,-2.8867625009539966
20,0,20,453,262,-1217,0.7690706253051758,0.2594028552564083,-1.8085740969832267,-3.527299160302223
16,0,16,484,319,-1057,0.8088799715042114,0.34925188892063913,-1.6433678092780282,-3.0635622123578057
14,0,14,547,585,-779,0.9189257025718689,0.5318483121737534,-0.8724051333204347,-2.2578192653043807
12,0,12,536,884,-725,0.999729573726654,0.49996639700257467,-0.005796711849305214,-2.10130804537314
11,0,11,191,888,-909,0.9997277855873108,-0.49996639700257467,0.005796711849305214,-2.6346055355092197
13,0,13,200,555,-1014,0.9670515060424805,-0.47388119368070125,-0.9593558110600129,-2.9389329075977435
15,0,15,396,320,-1293,0.9041284918785095,0.09419656755120973,-1.6404694533533755,-3.747574210575821
19,0,19,465,254,-1462,0.8780405521392822,0.2941831263522396,-1.8317609443804477,-4.237396361842111
24,0,24,429,455,57,0.9999088048934937,0.18984231306474575,-1.2491914035252736,0.1652062877051986
23,0,23,239,455,-58,0.9998475313186646,-0.36084531261924957,-1.2491914035252736,-0.1681046436298512
26,0,26,505,451,-726,0.528242826461792,0.41011736333834387,-1.260784827223884,-2.104206401297793
25,0,25,197,235,-874,0.6100955605506897,-0.48257626145465904,-1.886829706948847,-2.5331630781463783
26,0,26,505,451,-726,0.528242826461792,0.41011736333834387,-1.260784827223884,-2.104206401297793
28,0,28,395,281,45,0.08909326046705246,0.09129821162655712,-1.7535053344148273,0.1304260166093673
32,0,32,392,190,32,0.13400843739509583,0.0826031438525993,-2.0172557235582143,0.09274738958888343
27,0,27,309,342,384,0.018358338624238968,-0.15796039789356708,-1.5767056230110181,1.112968675066601
31,0,31,366,302,528,0.028179163113236427,0.007245889811631517,-1.6926398599971224,1.5303319282165764
