,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,600,184,-10,0.9996871948242188,0.10961588235152893,-0.5944553619832915,-0.04215995475058805
7,0,7,674,236,63,0.9994041919708252,0.4215995475058805,-0.37522359728023363,0.2656077149287047
20,0,20,604,275,-677,0.9283226728439331,0.12647986425176416,-0.21079977375294026,-2.854228936614811
16,0,16,580,327,-651,0.9817090034484863,0.02529597285035283,0.00843199095011761,-2.744613054263282
14,0,14,433,445,-378,0.9912328124046326,-0.5944553619832915,0.5059194570070566,-1.5936462895722283
12,0,12,462,286,3,0.9996751546859741,-0.47219149320658615,-0.1644238235272934,0.012647986425176415
11,0,11,686,364,98,0.9970921277999878,0.47219149320658615,0.1644238235272934,0.41316755655576287
13,0,13,657,539,-202,0.851239800453186,0.3499276244298808,0.9022230316625842,-0.8516310859618786
15,0,15,637,350,-505,0.8597570061683655,0.2656077149287047,0.10539988687647013,-2.1290777149046964
19,0,19,656,299,-540,0.7102748155593872,0.345711628954822,-0.10961588235152893,-2.2766375565317545
24,0,24,448,707,-26,0.9993047714233398,-0.5312154298574094,1.6105102714724635,-0.10961588235152893
23,0,23,577,724,26,0.998487114906311,0.012647986425176415,1.6821821945484632,0.10961588235152893
26,0,26,393,990,16,0.841350793838501,-0.7630951809856437,2.8036369909141055,0.06745592760094088
25,0,25,560,1012,-54,0.833784818649292,-0.05902393665082327,2.8963888913653992,-0.22766375565317548
26,0,26,393,990,16,0.841350793838501,-0.7630951809856437,2.8036369909141055,0.06745592760094088
28,0,28,370,1238,367,0.8389086723327637,-0.8600630769119962,3.849203868728689,1.5472703393465814
32,0,32,338,1299,127,0.8009993433952332,-0.994974932113878,4.106379592707276,0.5354314253324682
27,0,27,526,1276,246,0.6845778822898865,-0.20236778280282264,4.009411696780924,1.037134886864466
31,0,31,542,1359,-20,0.6854169368743896,-0.13491185520188176,4.359339321210804,-0.0843199095011761
