,id,x_px,y_px,z_px,visibility,x,y,z
0,0,143,104,362,0.9968879818916321,0.5375939849624061,0.18181818181818182,0.4593908629441624
7,7,178,107,335,0.9979315996170044,0.6691729323308271,0.18706293706293706,0.4251269035532995
8,8,164,104,484,0.9976087808609009,0.6165413533834586,0.18181818181818182,0.6142131979695431
11,11,199,157,285,0.9995471835136414,0.7481203007518797,0.2744755244755245,0.3616751269035533
12,12,136,151,599,0.9991238713264465,0.5112781954887218,0.263986013986014,0.7601522842639594
13,13,239,96,149,0.9886793494224548,0.8984962406015038,0.16783216783216784,0.18908629441624367
14,14,102,90,739,0.5979323387145996,0.38345864661654133,0.15734265734265734,0.9378172588832487
15,15,261,21,41,0.9932653903961182,0.981203007518797,0.03671328671328671,0.05203045685279188
16,16,82,22,784,0.9593183994293213,0.3082706766917293,0.038461538461538464,0.9949238578680203
19,19,258,0,2,0.9920142292976379,0.9699248120300752,0.0,0.0025380710659898475
20,20,78,1,762,0.9560127854347229,0.2932330827067669,0.0017482517482517483,0.9670050761421319
23,23,123,322,356,0.9998533725738525,0.462406015037594,0.5629370629370629,0.4517766497461929
24,24,84,316,560,0.9998425245285034,0.3157894736842105,0.5524475524475524,0.7106598984771574
25,25,114,441,307,0.9770813584327698,0.42857142857142855,0.7709790209790209,0.3895939086294416
26,26,26,418,521,0.9280040264129639,0.09774436090225563,0.7307692307692307,0.6611675126903553
27,27,174,535,405,0.9821892380714417,0.6541353383458647,0.9353146853146853,0.5139593908629442
28,28,59,527,629,0.9438280463218689,0.22180451127819548,0.9213286713286714,0.7982233502538071
31,31,141,572,313,0.9798739552497864,0.5300751879699248,1.0,0.39720812182741116
32,32,0,552,577,0.9442131519317627,0.0,0.965034965034965,0.7322335025380711
