,id,x_px,y_px,z_px,visibility,x,y,z
0,0,200,29,466,0.9999721050262451,0.5167958656330749,0.031868131868131866,0.3131720430107527
7,7,226,5,737,0.9999655485153198,0.5839793281653747,0.005494505494505495,0.4952956989247312
8,8,162,30,761,0.9999433755874634,0.4186046511627907,0.03296703296703297,0.5114247311827957
11,11,307,119,861,0.999962568283081,0.7932816537467701,0.13076923076923078,0.5786290322580645
12,12,129,148,992,0.9998542070388794,0.3333333333333333,0.16263736263736264,0.6666666666666666
13,13,387,275,624,0.9673815965652466,1.0,0.3021978021978022,0.41935483870967744
14,14,73,299,812,0.8603582978248596,0.18863049095607234,0.32857142857142857,0.5456989247311828
15,15,380,183,132,0.9950719475746155,0.9819121447028424,0.2010989010989011,0.08870967741935484
16,16,0,230,310,0.9947459697723389,0.0,0.25274725274725274,0.20833333333333334
19,19,372,131,0,0.9945774078369141,0.9612403100775194,0.14395604395604394,0.0
20,20,1,179,181,0.9960642457008362,0.002583979328165375,0.1967032967032967,0.12163978494623656
23,23,297,405,981,0.9998809099197388,0.7674418604651163,0.44505494505494503,0.6592741935483871
24,24,185,410,1115,0.9998539686203003,0.4780361757105943,0.45054945054945056,0.7493279569892473
25,25,338,625,921,0.9877414703369141,0.8733850129198967,0.6868131868131868,0.6189516129032258
26,26,143,622,1083,0.9419531226158142,0.3695090439276486,0.6835164835164835,0.7278225806451613
27,27,355,832,1179,0.9958332777023315,0.917312661498708,0.9142857142857143,0.7923387096774194
28,28,202,794,1460,0.9809384346008301,0.5219638242894057,0.8725274725274725,0.9811827956989247
31,31,336,910,925,0.9941126704216003,0.8682170542635659,1.0,0.6216397849462365
32,32,143,865,1285,0.9771102666854858,0.3695090439276486,0.9505494505494505,0.8635752688172043
