,id,x_px,y_px,z_px,visibility,x,y,z
0,0,92,6,157,0.9996234178543091,0.5139664804469274,0.03529411764705882,0.3210633946830266
7,7,110,3,295,0.9995651841163635,0.6145251396648045,0.01764705882352941,0.6032719836400818
8,8,75,4,294,0.9995995163917542,0.41899441340782123,0.023529411764705882,0.6012269938650306
11,11,129,47,358,0.9997192025184631,0.7206703910614525,0.27647058823529413,0.7321063394683026
12,12,54,43,343,0.9998169541358948,0.3016759776536313,0.2529411764705882,0.7014314928425358
13,13,135,96,318,0.8398144245147705,0.7541899441340782,0.5647058823529412,0.6503067484662577
14,14,43,91,264,0.8555221557617188,0.24022346368715083,0.5352941176470588,0.5398773006134969
15,15,165,72,174,0.9404696226119995,0.9217877094972067,0.4235294117647059,0.3558282208588957
16,16,13,70,59,0.9893043041229248,0.07262569832402235,0.4117647058823529,0.12065439672801637
19,19,179,62,127,0.9451149702072144,1.0,0.36470588235294116,0.25971370143149286
20,20,0,61,0,0.9910353422164917,0.0,0.3588235294117647,0.0
23,23,111,108,489,0.999798595905304,0.6201117318435754,0.6352941176470588,1.0
24,24,57,105,459,0.9998657703399658,0.31843575418994413,0.6176470588235294,0.9386503067484663
25,25,147,133,112,0.9923553466796875,0.8212290502793296,0.7823529411764706,0.22903885480572597
26,26,37,130,84,0.9827473759651184,0.20670391061452514,0.7647058823529411,0.17177914110429449
27,27,70,157,317,0.8171752691268921,0.39106145251396646,0.9235294117647059,0.6482617586912065
28,28,100,162,226,0.9213237762451172,0.5586592178770949,0.9529411764705882,0.4621676891615542
31,31,43,170,262,0.8506991267204285,0.24022346368715083,1.0,0.5357873210633947
32,32,139,167,144,0.9122998714447021,0.776536312849162,0.9823529411764705,0.294478527607362
