,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,251,120,-496,0.9997977614402771,-0.09661285886789847,-0.6431656033205813,-2.7382844570558653
7,0,7,319,132,-473,0.9996920824050903,0.27879710701879273,-0.5769167858111651,-2.6113075568294843
20,0,20,271,521,-544,0.8986057043075562,0.013801836981128354,1.5706490484524065,-3.0032797270935294
16,0,16,237,498,-429,0.9408760666847229,-0.17390314596221726,1.4436721482260257,-2.3683952259616254
14,0,14,177,391,-243,0.9653958082199097,-0.5051472335092977,0.8529535254337323,-1.341538554565676
12,0,12,178,240,-298,0.9996414184570312,-0.4996264987168464,0.019322571773579694,-1.6451789681504996
11,0,11,359,233,-325,0.9998698234558105,0.4996264987168464,-0.019322571773579694,-1.794238807546686
13,0,13,367,381,-252,0.9893503785133362,0.5437923770564571,0.7977461775092188,-1.391225167697738
15,0,15,310,503,-414,0.9713200926780701,0.22911049388673066,1.4712758221882825,-2.2855842040748553
19,0,19,278,526,-535,0.9396330714225769,0.052446980528287744,1.5982527224146632,-2.9535931139614675
24,0,24,233,501,49,0.9984997510910034,-0.19598608513202262,1.4602343526033796,0.27051600483011573
23,0,23,330,498,-49,0.9985376596450806,0.33952518973575746,1.4436721482260257,-0.27051600483011573
26,0,26,197,712,53,0.9613587856292725,-0.3947325376602709,2.6251093938106127,0.2925989439999211
25,0,25,317,715,-83,0.9896143078804016,0.26775563743389,2.641671598187967,-0.4582209877734613
26,0,26,197,712,53,0.9613587856292725,-0.3947325376602709,2.6251093938106127,0.2925989439999211
28,0,28,228,910,213,0.9753480553627014,-0.2235897590942793,3.718214882715978,1.1759165107921357
32,0,32,162,979,-21,0.9646961688995361,-0.5879582553960678,4.099145583395121,-0.11593543064147817
27,0,27,288,908,105,0.9821764230728149,0.10765432845280115,3.7071734131310756,0.5796771532073908
31,0,31,293,974,-142,0.9698446393013,0.13525800241505787,4.071541909432864,-0.7839443405280905
