,id,x_px,y_px,z_px,visibility,x,y,z
0,0,505,174,-348,0.9983037114143372,0.4618937644341801,0.02196078431372549,0.40611353711790393
7,7,547,161,0,0.9977800250053406,0.558891454965358,0.011764705882352941,0.6593886462882096
8,8,456,161,-23,0.9956585168838501,0.34872979214780603,0.011764705882352941,0.6426491994177583
11,11,614,336,178,0.9998591542243958,0.7136258660508084,0.14901960784313725,0.7889374090247453
12,12,388,333,92,0.9996232986450195,0.19168591224018475,0.14666666666666667,0.7263464337700145
13,13,678,502,-22,0.890701174736023,0.8614318706697459,0.2792156862745098,0.6433770014556041
14,14,305,505,-222,0.8088148236274719,0.0,0.2815686274509804,0.4978165938864629
15,15,724,327,-577,0.8371472954750061,0.9676674364896074,0.1419607843137255,0.23944687045123728
16,16,432,462,-770,0.8071505427360535,0.29330254041570436,0.24784313725490195,0.09898107714701601
19,19,738,258,-713,0.8282842636108398,1.0,0.08784313725490196,0.14046579330422126
20,20,485,438,-885,0.7938756942749023,0.41570438799076215,0.22901960784313727,0.015283842794759825
23,23,573,727,22,0.999807596206665,0.6189376443418014,0.4556862745098039,0.6754002911208151
24,24,434,730,-22,0.9998120665550232,0.2979214780600462,0.45803921568627454,0.6433770014556041
25,25,558,1049,-24,0.9058844447135925,0.5842956120092379,0.7082352941176471,0.6419213973799127
26,26,431,1055,-103,0.8877936005592346,0.2909930715935335,0.7129411764705882,0.5844250363901019
27,27,545,1313,439,0.921593427658081,0.5542725173210161,0.9152941176470588,0.9788937409024745
28,28,434,1307,340,0.9259845614433289,0.2979214780600462,0.9105882352941177,0.9068413391557496
31,31,547,1421,137,0.9185925126075745,0.558891454965358,1.0,0.7590975254730713
32,32,411,1417,39,0.9135056138038635,0.24480369515011546,0.9968627450980392,0.6877729257641921
