,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,296,129,-105,0.9995548129081726,-0.11760662551487958,-0.7018459909758942,-0.7966900438104745
7,0,7,332,141,-261,0.9998950958251953,0.1555442466487117,-0.6107957002546971,-1.9803438231860366
20,0,20,164,158,-316,0.9852994680404663,-1.1191598234480475,-0.4818077883996679,-2.39765765565819
16,0,16,162,190,-290,0.9956359267234802,-1.1343348719015804,-0.23900701314314235,-2.200382025762263
14,0,14,162,283,5,0.9864920973777771,-1.1343348719015804,0.4666327399461351,0.037937621133832124
12,0,12,247,208,78,0.99935382604599,-0.4893953126264344,-0.10243157706134673,0.5918268896877811
11,0,11,376,235,-256,0.9999785423278809,0.4893953126264344,0.10243157706134673,-1.9424062020522046
13,0,13,455,334,-310,0.9996815919876099,1.088809726540982,0.8535964755112228,-2.3521325102975914
15,0,15,371,402,-361,0.9970725774765015,0.45145769149260223,1.3695481229313395,-2.739096245862679
19,0,19,344,402,-391,0.9829609990119934,0.24659453736990877,1.3695481229313395,-2.9667219726656717
24,0,24,251,443,108,0.9983252882957458,-0.4590452157193687,1.680636616228763,0.8194526164907738
23,0,23,318,443,-109,0.9988724589347839,0.04931890747398176,1.680636616228763,-0.8270401407175402
26,0,26,215,608,57,0.977787971496582,-0.7321960878829599,2.932578113645223,0.43248888092568616
25,0,25,304,608,-145,0.989335834980011,-0.05690643170074818,2.932578113645223,-1.1001910128811314
26,0,26,215,608,57,0.977787971496582,-0.7321960878829599,2.932578113645223,0.43248888092568616
28,0,28,322,721,354,0.9738622903823853,0.07966900438104746,3.789968351269829,2.685983576275314
32,0,32,306,782,297,0.970754861831665,-0.041731383247215335,4.2528073291025805,2.253494695349628
27,0,27,307,743,115,0.9915719032287598,-0.034143859020448905,3.9568938842586903,0.8725652860781388
31,0,31,256,798,-26,0.9852696061134338,-0.42110759458553654,4.374207716730844,-0.19727562989592703
