,id,x_px,y_px,z_px,visibility,x,y,z
0,0,483,188,-859,0.9989454746246338,0.45088566827697263,0.021669341894060994,0.2710872745002438
7,7,545,181,-427,0.9986767172813416,0.5507246376811594,0.016051364365971106,0.48171623598244756
8,8,430,182,-442,0.9972516894340515,0.36553945249597425,0.016853932584269662,0.47440273037542663
11,11,642,389,-179,0.9998893141746521,0.7069243156199678,0.18298555377207062,0.6026328620185275
12,12,321,360,-190,0.9996966123580933,0.19001610305958133,0.15971107544141253,0.5972696245733788
13,13,669,630,-365,0.8388687968254089,0.750402576489533,0.37640449438202245,0.5119453924914675
14,14,304,595,-435,0.814487099647522,0.16264090177133655,0.34831460674157305,0.4778156996587031
15,15,666,594,-1040,0.8119800090789795,0.7455716586151369,0.3475120385232745,0.18283764017552415
16,16,311,582,-1176,0.8694482445716858,0.17391304347826086,0.3378812199036918,0.11652852267186738
19,19,683,544,-1270,0.8022043704986572,0.7729468599033816,0.3073836276083467,0.07069722086786934
20,20,301,536,-1415,0.8536655902862549,0.15780998389694043,0.30096308186195825,0.0
23,23,574,785,-5,0.9998558163642883,0.5974235104669887,0.5008025682182986,0.6874695270599708
24,24,404,783,5,0.999849796295166,0.32367149758454106,0.49919743178170145,0.6923451974646514
25,25,637,1066,68,0.874500572681427,0.6988727858293076,0.7263242375601926,0.7230619210141395
26,26,357,1064,90,0.8923735618591309,0.24798711755233493,0.7247191011235955,0.7337883959044369
27,27,756,1326,510,0.9183809757232666,0.8904991948470209,0.934991974317817,0.9385665529010239
28,28,300,1313,603,0.9291960000991821,0.15619967793880837,0.9245585874799358,0.9839102876645539
31,31,824,1407,163,0.9071559906005859,1.0,1.0,0.7693807898586056
32,32,203,1404,297,0.9011303782463074,0.0,0.9975922953451043,0.8347147732813262
