,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,469,253,-279,0.9999814033508301,-0.16523175167834242,-0.8448642397137887,-1.7396097629531146
7,0,7,549,279,-442,0.9999951124191284,0.3335810835770309,-0.6827500682557923,-2.755940914785938
20,0,20,286,342,1602,0.9657518863677979,-1.306266112325009,-0.28993496049218576,9.988727025988853
16,0,16,312,375,1538,0.9786399602890015,-1.1441519408670127,-0.08417466594934425,9.589676757784554
14,0,14,384,457,937,0.4708867371082306,-0.6952203891371767,0.4271084901874135,5.842345332928561
12,0,12,416,378,164,0.9982978701591492,-0.4956952550350273,-0.06546918462726775,1.0225663122735154
11,0,11,575,399,-432,0.9999992847442627,0.4956952550350273,0.06546918462726775,-2.693589310379016
13,0,13,693,504,-709,0.9999194145202637,1.231444187036703,0.7201610308999453,-4.420728752450747
15,0,15,804,602,-1265,0.9996488094329834,1.9235469959535336,1.3312067540877777,-7.887477957475592
19,0,19,823,643,-1442,0.9983636736869812,2.0420150443266847,1.5868483321561566,-8.991101355478106
24,0,24,339,749,209,0.9994660019874573,-0.9758026089683242,2.2477753388695265,1.303148532104663
23,0,23,452,767,-209,0.999874472618103,-0.27122947917010926,2.3600082268019853,-1.303148532104663
26,0,26,272,975,462,0.9624397158622742,-1.3935583584946993,3.656921598465956,2.8806441235997813
25,0,25,449,1023,-344,0.9945381283760071,-0.28993496049218576,3.95620929961918,-2.1448951915981054
26,0,26,272,975,462,0.9624397158622742,-1.3935583584946993,3.656921598465956,2.8806441235997813
28,0,28,351,1186,1026,0.9785847067832947,-0.9009806836800182,4.972540451452003,6.397274612150164
32,0,32,252,1244,903,0.9887556433677673,-1.5182615673085427,5.334179757012149,5.630349877945027
27,0,27,473,1301,-253,0.9973211884498596,-0.14029110991557375,5.689583902131603,-1.5774955914951183
31,0,31,378,1374,-597,0.9957321286201477,-0.7326313517813297,6.144750614302131,-3.722390783093224
