,id,x_px,y_px,z_px,visibility,x,y,z
0,0,128,10,0,0.9998206496238708,0.5079365079365079,0.013297872340425532,0.0
7,7,162,24,126,0.9999245405197144,0.6428571428571429,0.031914893617021274,0.21875
8,8,122,20,171,0.998808741569519,0.48412698412698413,0.026595744680851064,0.296875
11,11,219,134,141,0.999967098236084,0.8690476190476191,0.17819148936170212,0.24479166666666666
12,12,77,106,263,0.9990031123161316,0.3055555555555556,0.14095744680851063,0.4565972222222222
13,13,251,248,153,0.9750027656555176,0.996031746031746,0.32978723404255317,0.265625
14,14,0,26,375,0.8946526646614075,0.0,0.034574468085106384,0.6510416666666666
15,15,216,331,112,0.9596200585365295,0.8571428571428571,0.4401595744680851,0.19444444444444445
16,16,105,39,567,0.18855150043964386,0.4166666666666667,0.05186170212765957,0.984375
19,19,190,348,68,0.9399816989898682,0.753968253968254,0.4627659574468085,0.11805555555555555
20,20,132,55,576,0.07532995939254761,0.5238095238095238,0.07313829787234043,1.0
23,23,183,356,106,0.9999650716781616,0.7261904761904762,0.4734042553191489,0.1840277777777778
24,24,98,357,178,0.9999328851699829,0.3888888888888889,0.4747340425531915,0.3090277777777778
25,25,211,526,114,0.9509962797164917,0.8373015873015873,0.699468085106383,0.19791666666666666
26,26,94,528,186,0.9104840159416199,0.373015873015873,0.7021276595744681,0.3229166666666667
27,27,236,693,300,0.9780206084251404,0.9365079365079365,0.9215425531914894,0.5208333333333334
28,28,74,701,351,0.9634283185005188,0.29365079365079366,0.9321808510638298,0.609375
31,31,252,752,100,0.9634274244308472,1.0,1.0,0.1736111111111111
32,32,24,751,174,0.9479147791862488,0.09523809523809523,0.9986702127659575,0.3020833333333333
