,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,181,95,-133,0.997991681098938,-0.29791901058667675,-0.6362338192190046,-1.3431602850178985
7,0,7,223,93,-151,0.9997430443763733,0.12623686889265964,-0.6564317182418301,-1.5249413762233286
20,0,20,163,120,-530,0.9783487915992737,-0.47970010179210665,-0.38376008143368534,-5.352443241048769
16,0,16,167,146,-475,0.988989531993866,-0.43930430374645557,-0.12118739413695326,-4.797001017921066
14,0,14,161,218,-223,0.9569718837738037,-0.4998980008149322,0.6059369706847663,-2.252065741045048
12,0,12,161,157,-74,0.9981966614723206,-0.4998980008149322,-0.010098949511412771,-0.7473222638445451
11,0,11,260,159,-78,0.9999167919158936,0.4998980008149322,0.010098949511412771,-0.7877180618901962
13,0,13,277,244,-31,0.9883104562759399,0.6715801425089493,0.8685096579814984,-0.3130674348537959
15,0,15,281,314,-65,0.9849669337272644,0.7119759405546005,1.5754361237803924,-0.6564317182418301
19,0,19,275,339,-103,0.9626458883285522,0.6513822434861237,1.8279098615657117,-1.0401917996755154
24,0,24,183,317,2,0.9996446371078491,-0.2777211115638512,1.6057329723146307,0.020197899022825542
23,0,23,240,319,-2,0.9998307228088379,0.29791901058667675,1.6259308713374563,-0.020197899022825542
26,0,26,187,440,12,0.9863349199295044,-0.23732531351820013,2.847903762218402,0.12118739413695326
25,0,25,231,441,-27,0.9927290081977844,0.20702846498396182,2.8580027117298146,-0.2726716368081448
26,0,26,187,440,12,0.9863349199295044,-0.23732531351820013,2.847903762218402,0.12118739413695326
28,0,28,191,540,241,0.9830198884010315,-0.19692951547254905,3.8577987133596787,2.433846832250478
32,0,32,186,584,114,0.980356752872467,-0.2474242630296129,4.302152491861841,1.151280244301056
27,0,27,228,541,215,0.990778923034668,0.17673161644972352,3.8678976628710915,2.171274144953746
31,0,31,228,583,80,0.9832168817520142,0.17673161644972352,4.292053542350428,0.8079159609130218
