,id,x_px,y_px,z_px,visibility,x,y,z
0,0,105,20,0,0.9996843338012695,0.40076335877862596,0.02320185614849188,0.0
7,7,140,5,186,0.9995613694190979,0.5343511450381679,0.00580046403712297,0.23366834170854273
8,8,76,13,220,0.9988061189651489,0.2900763358778626,0.015081206496519721,0.27638190954773867
11,11,228,134,287,0.9999473094940186,0.8702290076335878,0.1554524361948956,0.36055276381909546
12,12,24,128,368,0.9996857643127441,0.0916030534351145,0.14849187935034802,0.4623115577889447
13,13,262,280,318,0.9725874066352844,1.0,0.3248259860788863,0.39949748743718594
14,14,0,273,340,0.8471858501434326,0.0,0.3167053364269142,0.4271356783919598
15,15,215,402,196,0.9173792004585266,0.8206106870229007,0.46635730858468677,0.24623115577889448
16,16,19,396,140,0.680632472038269,0.07251908396946564,0.4593967517401392,0.17587939698492464
19,19,185,439,106,0.9005696177482605,0.7061068702290076,0.5092807424593968,0.13316582914572864
20,20,45,431,44,0.6480100154876709,0.1717557251908397,0.5,0.05527638190954774
23,23,175,418,496,0.999981164932251,0.6679389312977099,0.48491879350348027,0.6231155778894473
24,24,65,419,552,0.9999738931655884,0.2480916030534351,0.48607888631090485,0.6934673366834171
25,25,174,612,530,0.9921451210975647,0.6641221374045801,0.7099767981438515,0.6658291457286433
26,26,43,606,593,0.9788535833358765,0.16412213740458015,0.703016241299304,0.7449748743718593
27,27,155,790,766,0.9966865181922913,0.5916030534351145,0.9164733178654292,0.9623115577889447
28,28,81,787,787,0.9955249428749084,0.30916030534351147,0.9129930394431555,0.9886934673366834
31,31,155,862,539,0.9943426847457886,0.5916030534351145,1.0,0.6771356783919598
32,32,24,850,574,0.9930991530418396,0.0916030534351145,0.9860788863109049,0.7211055276381909
