,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,342,204,-129,0.9999607801437378,-0.03997779627916617,-0.5563576648850626,-0.8595226200020727
7,0,7,399,221,-78,0.9998888969421387,0.3398112683729125,-0.4430872420940918,-0.5197113516291603
20,0,20,202,75,-186,0.9768630266189575,-0.9727930427930436,-1.4158802848871352,-1.2393116846541514
16,0,16,187,104,-122,0.9949616193771362,-1.072737533490959,-1.2226542695378322,-0.8128818576763789
14,0,14,201,199,-19,0.9991401433944702,-0.9794560088395713,-0.589672495117701,-0.1265963548840262
12,0,12,279,258,-31,0.9998406171798706,-0.459744657210411,-0.19655749837256703,-0.20655194744235855
11,0,11,417,317,75,0.9996846914291382,0.459744657210411,0.19655749837256703,0.49972245348957717
13,0,13,507,357,-41,0.9977746605873108,1.0594116013979036,0.4630761402336748,-0.2731816079076355
15,0,15,491,253,-358,0.9964268803596497,0.9528041446534605,-0.2298723286052055,-2.385341844656915
19,0,19,478,223,-428,0.9827882647514343,0.8661855860486004,-0.42976131000103635,-2.8517494679138538
24,0,24,289,531,-73,0.9985849857330322,-0.39311499674513406,1.622432232329494,-0.4863965213965218
23,0,23,371,536,73,0.9962354302406311,0.153248219070137,1.6557470625621324,0.4863965213965218
26,0,26,268,725,-132,0.9898988604545593,-0.5330372837222157,2.915047645355867,-0.8795115181416558
25,0,25,362,720,65,0.9287976622581482,0.09328152465138774,2.8817328151232284,0.4330927930243002
26,0,26,268,725,-132,0.9898988604545593,-0.5330372837222157,2.915047645355867,-0.8795115181416558
28,0,28,242,907,0,0.9850134253501892,-0.7062744009319357,4.1277074658239075,0.0
32,0,32,263,968,-256,0.9704915881156921,-0.5663521139548541,4.534148394662097,-1.7057193079110902
27,0,27,326,879,254,0.9325138926506042,-0.1465852530236093,3.941144416521132,1.6923933758180347
31,0,31,365,938,59,0.9421136379241943,0.11327042279097083,4.334259413266266,0.39311499674513406
