,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,204,120,-142,0.9999547004699707,-0.30220398275173543,-0.62218467037122,-0.8414306970734595
7,0,7,264,105,-208,0.9999908208847046,0.053330114603247436,-0.7110681947099657,-1.2325182041639406
20,0,20,166,418,-366,0.5401005744934082,-0.5273755777432246,1.143634679825195,-2.1687579938653956
16,0,16,151,400,-248,0.5748814344406128,-0.6162591020819703,1.0369744506187002,-1.4695409357339293
14,0,14,144,345,48,0.7300329208374023,-0.6577380801067183,0.7110681947099657,0.2844272778839863
12,0,12,171,233,24,0.9995678067207336,-0.49774773629697605,0.04740454631399772,0.14221363894199315
11,0,11,339,217,-114,0.9999938011169434,0.49774773629697605,-0.04740454631399772,-0.6755147849744675
13,0,13,384,333,-121,0.9878244400024414,0.7643983093132132,0.6399613752389692,-0.7169937629992155
15,0,15,356,397,-377,0.9482536911964417,0.5984823972142213,1.019197745750951,-2.2339392450471425
19,0,19,338,408,-492,0.9255388975143433,0.4918221680077263,1.0843789969326978,-2.9153795983108597
24,0,24,199,474,66,0.9995836615562439,-0.331831824197984,1.475466504023179,0.3910875070904812
23,0,23,291,476,-66,0.9998847246170044,0.21332045841298974,1.4873176406016784,-0.3910875070904812
26,0,26,168,697,-90,0.9876428842544556,-0.5155244411647252,2.7968682325258656,-0.5333011460324744
25,0,25,268,696,-197,0.9874451160430908,0.07703238776024629,2.7909426642366157,-1.1673369529821938
26,0,26,168,697,-90,0.9876428842544556,-0.5155244411647252,2.7968682325258656,-0.5333011460324744
28,0,28,267,820,427,0.9459006190299988,0.07110681947099658,3.52571313210358,2.530217659509628
32,0,32,259,904,315,0.9345464706420898,0.02370227315699886,4.023460868400557,1.8665540111136603
27,0,27,258,866,174,0.9870255589485168,0.017776704867749144,3.7982892734090674,1.0310488823294504
31,0,31,240,942,-47,0.9746683835983276,-0.08888352433874572,4.248632463392045,-0.2785017095947366
