,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,640,340,121,0.9999725818634033,0.2665949283564711,-0.7566591348941017,0.948764303856853
7,0,7,696,362,308,0.9999669790267944,0.7056924574141882,-0.5841565341928557,2.4150364098174437
20,0,20,663,377,-82,0.8057811260223389,0.44693855636231916,-0.46654112462382435,-0.6429642389773714
16,0,16,662,438,-74,0.857063889503479,0.43909752905771704,0.011761540956903136,-0.5802360205405547
14,0,14,576,535,-142,0.9285595417022705,-0.2352308191380627,0.7723411895033059,-1.1134258772534968
12,0,12,550,406,22,0.9998492002487183,-0.43909752905771704,-0.23915133279036377,0.17250260070124598
11,0,11,662,467,449,0.9998970031738281,0.43909752905771704,0.23915133279036377,3.5206212597663384
13,0,13,669,604,251,0.6203008890151978,0.49398472018993167,1.31337207352085,1.9680978534551248
15,0,15,686,446,-78,0.8851832151412964,0.6272821843681672,0.07448975939371986,-0.611600129758963
19,0,19,696,387,-91,0.8404148817062378,0.7056924574141882,-0.38813085157780347,-0.7135334847187902
24,0,24,528,729,-184,0.9997559189796448,-0.611600129758963,2.2935004865961113,-1.4427490240467846
23,0,23,576,759,185,0.9999202489852905,-0.2352308191380627,2.528731305734174,1.4505900513513867
26,0,26,801,779,-414,0.9986439347267151,1.5290003243974075,2.685551851826216,-3.2461853041052655
25,0,25,636,1011,51,0.9512638449668884,0.2352308191380627,4.504670186493901,0.3998923925347066
26,0,26,801,779,-414,0.9986439347267151,1.5290003243974075,2.685551851826216,-3.2461853041052655
28,0,28,626,1005,-448,0.9948287606239319,0.1568205460920418,4.457624022666288,-3.5127802324617363
32,0,32,717,1102,-441,0.9908896088600159,0.8703540308108321,5.218203671212692,-3.457893041329522
27,0,27,576,1258,-86,0.9796154499053955,-0.2352308191380627,6.441403930730617,-0.6743283481957798
31,0,31,663,1352,-199,0.980324923992157,0.44693855636231916,7.178460497363214,-1.560364433615816
