,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,469,184,214,0.999760091304779,-0.22811246988840406,-0.7114398813351215,0.966654822893435
7,0,7,568,176,206,0.9998612403869629,0.21907831266510092,-0.747576510228334,0.9305181940002224
20,0,20,397,264,-541,0.9142682552337646,-0.5533421299273168,-0.3500735924029963,-2.443739528903497
16,0,16,403,322,-468,0.9574085474014282,-0.5262396582574074,-0.08808303292720553,-2.1139927902529325
14,0,14,351,502,-54,0.8923535346984863,-0.7611277460632887,0.7249911171700762,-0.24392224502918453
12,0,12,409,335,266,0.9991201758384705,-0.49913718658749795,-0.029361010975735173,1.2015429106993163
11,0,11,630,348,244,0.999826967716217,0.49913718658749795,0.029361010975735173,1.1021671812429819
13,0,13,662,515,-55,0.9708811044692993,0.6436837021603481,0.7837131391215466,-0.2484393236408361
15,0,15,631,323,-330,0.986599862575531,0.5036542651991496,-0.08356595431555396,-1.4906359418450166
19,0,19,634,261,-366,0.9650412797927856,0.5172055010341042,-0.363624828237951,-1.653250771864473
24,0,24,435,702,20,0.9991680383682251,-0.3816931426845573,1.6284068395003892,0.09034157223303131
23,0,23,577,700,-20,0.9995298385620117,0.259732020169965,1.6193726822770862,-0.09034157223303131
26,0,26,440,1015,-53,0.9579160809516907,-0.35910774962629943,3.042252444947329,-0.23940516641753296
25,0,25,543,1010,-74,0.9829172492027283,0.10615134737381178,3.0196670518890714,-0.3342638172622158
26,0,26,440,1015,-53,0.9579160809516907,-0.35910774962629943,3.042252444947329,-0.23940516641753296
28,0,28,447,1295,210,0.9545546174049377,-0.3274881993447385,4.3070344562097675,0.9485865084468287
32,0,32,428,1404,-39,0.9407903552055359,-0.4133126929661182,4.799396024879788,-0.17616606585441105
27,0,27,516,1283,217,0.9692989587783813,-0.01580977514078048,4.2528295128699485,0.9802060587283896
31,0,31,508,1404,-53,0.9542384147644043,-0.051946404033993,4.799396024879788,-0.23940516641753296
