,id,x_px,y_px,z_px,visibility,x,y,z
0,0,134,19,146,0.9999282360076904,0.5447154471544715,0.02237926972909305,0.21098265895953758
7,7,163,16,407,0.9999289512634277,0.6626016260162602,0.01884570082449941,0.588150289017341
8,8,96,7,367,0.9997729659080505,0.3902439024390244,0.008244994110718492,0.5303468208092486
11,11,209,119,539,0.9999847412109375,0.8495934959349594,0.14016489988221437,0.7789017341040463
12,12,29,125,496,0.9999192953109741,0.11788617886178862,0.14723203769140164,0.7167630057803468
13,13,246,235,537,0.9863742589950562,1.0,0.2767962308598351,0.7760115606936416
14,14,0,261,425,0.9677075743675232,0.0,0.30742049469964666,0.6141618497109826
15,15,233,320,232,0.9947761297225952,0.9471544715447154,0.37691401648998824,0.3352601156069364
16,16,39,337,122,0.9796130657196045,0.15853658536585366,0.39693757361601884,0.17630057803468208
19,19,215,340,104,0.9936827421188354,0.8739837398373984,0.4004711425206125,0.15028901734104047
20,20,56,364,0,0.9796741604804993,0.22764227642276422,0.4287396937573616,0.0
23,23,180,384,524,0.9999659061431885,0.7317073170731707,0.45229681978798586,0.7572254335260116
24,24,77,390,520,0.9999507665634155,0.3130081300813008,0.45936395759717313,0.7514450867052023
25,25,171,595,481,0.9901936650276184,0.6951219512195121,0.7008244994110718,0.6950867052023122
26,26,58,598,444,0.9804743528366089,0.23577235772357724,0.7043580683156655,0.6416184971098265
27,27,144,786,686,0.991324782371521,0.5853658536585366,0.9257950530035336,0.9913294797687862
28,28,90,789,604,0.990864098072052,0.36585365853658536,0.9293286219081273,0.8728323699421965
31,31,154,846,454,0.9874327778816223,0.6260162601626016,0.9964664310954063,0.6560693641618497
32,32,45,849,382,0.9850251078605652,0.18292682926829268,1.0,0.5520231213872833
