,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,480,370,334,0.999158501625061,-0.6774270906187231,-0.26344386857394786,2.793341336625352
7,0,7,505,326,145,0.9997135996818542,-0.468344655242574,-0.6314289548359703,1.2126781251816647
20,0,20,401,350,725,0.35034337639808655,-1.3381275864073543,-0.43070981687486715,6.063390625908324
16,0,16,394,381,693,0.4813724458217621,-1.396670668312676,-0.17144759700844225,5.795765108626854
14,0,14,431,490,586,0.6914363503456116,-1.0872286639559754,0.7401518212315679,4.900892285216935
12,0,12,529,452,439,0.9984948635101318,-0.2676255172814709,0.4223465194598212,3.671487565205178
11,0,11,593,351,77,0.9992111921310425,0.2676255172814709,-0.4223465194598212,0.6439739009585392
13,0,13,510,361,47,0.9241898655891418,-0.4265281681673442,-0.33871354530936154,0.39307497850716033
15,0,15,442,337,305,0.6254096031188965,-0.9952323923904698,-0.5394326832704647,2.5508057115890193
19,0,19,435,330,329,0.46561312675476074,-1.0537754742957914,-0.5979757651757864,2.751524849550122
24,0,24,649,682,152,0.9997958540916443,0.7359701725240448,2.345904924920393,1.2712212070869866
23,0,23,691,632,-153,0.9995836615562439,1.0872286639559754,1.9277400541680947,-1.2795845045020324
26,0,26,592,922,65,0.9548150897026062,0.2592622198664249,4.353096304531425,0.5436143319779877
25,0,25,437,599,-363,0.9795894026756287,-1.0370488794656996,1.6517512394715779,-3.035876961661685
26,0,26,592,922,65,0.9548150897026062,0.2592622198664249,4.353096304531425,0.5436143319779877
28,0,28,636,1185,-123,0.9880779385566711,0.6272473061284474,6.552643524688513,-1.0286855820506535
32,0,32,571,1287,-262,0.9881254434585571,0.08363297415045964,7.405699861023201,-2.1911839227420424
27,0,27,502,858,-405,0.9514757394790649,-0.49343454748771187,3.817845269968483,-3.3871354530936153
31,0,31,422,957,-435,0.9660114645957947,-1.1624983406913891,4.645811714058033,-3.6380343755449944
