,id,x_px,y_px,z_px,visibility,x,y,z
0,0,195,151,250,0.9997791647911072,0.4721549636803874,0.196870925684485,0.35511363636363635
7,7,213,146,437,0.9994481205940247,0.5157384987893463,0.19035202086049544,0.6207386363636364
8,8,165,145,401,0.9991318583488464,0.39951573849878935,0.18904823989569752,0.5696022727272727
11,11,253,207,503,0.9997000694274902,0.612590799031477,0.26988265971316816,0.7144886363636364
12,12,127,212,420,0.9993894100189209,0.3075060532687651,0.27640156453715775,0.5965909090909091
13,13,339,136,429,0.9945163130760193,0.8208232445520581,0.1773142112125163,0.609375
14,14,57,135,253,0.9935426712036133,0.13801452784503632,0.1760104302477184,0.359375
15,15,398,44,246,0.9968594312667847,0.9636803874092009,0.05736636245110821,0.3494318181818182
16,16,16,33,70,0.996797502040863,0.0387409200968523,0.04302477183833116,0.09943181818181818
19,19,407,12,178,0.9940138459205627,0.9854721549636803,0.01564537157757497,0.2528409090909091
20,20,11,0,0,0.992212176322937,0.026634382566585957,0.0,0.0
23,23,236,453,585,0.9998711347579956,0.5714285714285714,0.590612777053455,0.8309659090909091
24,24,145,455,513,0.9998476505279541,0.35108958837772397,0.5932203389830508,0.7286931818181818
25,25,293,597,430,0.9971213936805725,0.7094430992736077,0.7783572359843546,0.6107954545454546
26,26,106,599,391,0.9935047626495361,0.2566585956416465,0.7809647979139505,0.5553977272727273
27,27,266,715,688,0.9897385239601135,0.6440677966101694,0.9322033898305084,0.9772727272727273
28,28,93,710,673,0.9867103695869446,0.22518159806295399,0.9256844850065189,0.9559659090909091
31,31,321,761,550,0.980682373046875,0.7772397094430993,0.9921773142112125,0.78125
32,32,57,767,546,0.9660715460777283,0.13801452784503632,1.0,0.7755681818181818
