,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,1563,605,-638,0.9995531439781189,-0.21710056487587084,-0.5734525021721235,-0.6995462646000282
7,0,7,1907,600,-761,0.9992451667785645,0.16008425490847042,-0.5789348396689888,-0.8344117670229176
20,0,20,2113,1543,-2508,0.8997346758842468,0.3859565597793259,0.45503401223983025,-2.749940488427697
16,0,16,1920,1652,-2376,0.9689863920211792,0.1743383324003205,0.5745489696714966,-2.60520677851045
14,0,14,1183,1712,-1275,0.9918224215507507,-0.6337582146376431,0.6403370196338817,-1.3979960617006835
12,0,12,1305,1125,-273,0.9998192191123962,-0.49998917971412676,-0.003289402498119255,-0.2993356273288522
11,0,11,2217,1131,-426,0.9996868371963501,0.49998917971412676,0.003289402498119255,-0.4670951547329342
13,0,13,2232,1736,-1202,0.9723156094551086,0.516436192204723,0.6666522396188357,-1.3179539342464481
15,0,15,1571,1518,-2123,0.94477379322052,-0.20832882488088617,0.42762232475550316,-2.3278005011690595
19,0,19,1439,1451,-2284,0.8653780817985535,-0.3530625347981334,0.35415900229750646,-2.504331768568126
24,0,24,1477,2602,55,0.9993996620178223,-0.31139676982195613,1.6161930940759273,0.060305712465519676
23,0,23,1996,2612,-55,0.9995610117912292,0.25766986235267497,1.6271577690696581,-0.060305712465519676
26,0,26,1450,3626,186,0.9977545142173767,-0.34100139230502946,2.7389758134339663,0.2039429548833938
25,0,25,1991,3636,-258,0.9969598054885864,0.25218752485580953,2.749940488427697,-0.28288861483825595
26,0,26,1450,3626,186,0.9977545142173767,-0.34100139230502946,2.7389758134339663,0.2039429548833938
28,0,28,1563,4414,2104,0.9921743869781494,-0.21710056487587084,3.6029922029399573,2.3069676186809707
32,0,32,1537,4790,1140,0.9868564009666443,-0.24560871985957106,4.015263982704237,1.2499729492853169
27,0,27,1963,4461,2006,0.9921582937240601,0.22148643487336317,3.6545261754104925,2.1995138037424087
31,0,31,1993,4849,999,0.9846147894859314,0.2543804598545557,4.079955565167249,1.095371031873712
