,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,205,275,-268,0.9999767541885376,-0.24998844384865446,-0.591318819103548,-1.288401979835373
7,0,7,303,269,-292,0.9999860525131226,0.22114362340457894,-0.6201636395476235,-1.403781261611675
20,0,20,189,727,-464,0.583823561668396,-0.32690796503285585,1.5816576543501406,-2.23066611434184
16,0,16,177,685,-383,0.6021600365638733,-0.38459760592100684,1.379743911241612,-1.8412610383468204
14,0,14,149,563,-232,0.8110854029655457,-0.5192067679933593,0.7932325622120766,-1.11533305717092
12,0,12,153,399,-201,0.9990403056144714,-0.4999768876973089,0.0048074700740125854,-0.9663014848765298
11,0,11,361,397,-318,0.9997143149375916,0.4999768876973089,-0.0048074700740125854,-1.5287754835360023
13,0,13,359,573,-337,0.969231128692627,0.49036194754928375,0.8413072629522025,-1.6201174149422415
15,0,15,258,690,-427,0.9501121044158936,0.0048074700740125854,1.403781261611675,-2.052789721603374
19,0,19,219,732,-503,0.9301215410232544,-0.18268386281247825,1.6056950047202037,-2.4181574472283307
24,0,24,180,655,36,0.999352753162384,-0.3701751956989691,1.2355198090212345,0.1730689226644531
23,0,23,308,659,-36,0.9994820952415466,0.24518097377464187,1.254749689317285,-0.1730689226644531
26,0,26,15,594,-569,0.9426014423370361,-1.1634077579110458,0.9422641345064668,-2.735450472113161
25,0,25,447,661,-735,0.9586734175682068,0.9134193140623913,1.2643646294653101,-3.5334905043992504
26,0,26,15,594,-569,0.9426014423370361,-1.1634077579110458,0.9422641345064668,-2.735450472113161
28,0,28,226,769,-451,0.7299339771270752,-0.14903157229439015,1.7835713974586693,-2.1681690033796763
32,0,32,313,814,-534,0.7500900626182556,0.2692183241447048,1.9999075507892357,-2.5671890195227207
27,0,27,149,754,-536,0.6306209564208984,-0.5192067679933593,1.7114593463484806,-2.576803959670746
31,0,31,20,757,-591,0.6557522416114807,-1.1393704075409827,1.7258817565705182,-2.841214813741438
