,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,299,287,-47,0.9836370348930359,-0.24427559995854736,-0.5038184249145039,-0.4783730499188219
7,0,7,318,286,-190,0.9786738753318787,-0.05089074999136403,-0.5139965749127767,-1.9338484996718333
20,0,20,90,291,-23,0.9501377940177917,-2.371508949597564,-0.46310582492141267,-0.23409744996027454
16,0,16,117,297,25,0.9790269136428833,-2.096698899644198,-0.40203692493177584,0.2544537499568202
14,0,14,190,334,103,0.9831451177597046,-1.3536939497702833,-0.025445374995682016,1.048349449822099
12,0,12,274,333,49,0.9991051554679871,-0.4987293499153675,-0.035623524993954825,0.4987293499153675
11,0,11,372,340,-196,0.9719550609588623,0.4987293499153675,0.035623524993954825,-1.99491739966147
13,0,13,375,367,-457,0.7767285704612732,0.5292637999101859,0.3104335749473206,-4.651414549210672
15,0,15,350,366,-740,0.49980428814888,0.2748100499533658,0.3002554249490478,-7.531830998721877
19,0,19,345,360,-787,0.464248389005661,0.22391929996200174,0.23918652495941095,-8.010204048640698
24,0,24,283,524,84,0.9994901418685913,-0.40712599993091225,1.9084031246761513,0.8549645998549157
23,0,23,347,526,-84,0.9972142577171326,0.24427559995854736,1.928759424672697,-0.8549645998549157
26,0,26,215,633,0,0.9974833130836487,-1.099240199813463,3.0178214744878873,0.0
25,0,25,375,643,-87,0.9947198629379272,0.5292637999101859,3.1196029744706153,-0.8854990498497342
26,0,26,215,633,0,0.9974833130836487,-1.099240199813463,3.0178214744878873,0.0
28,0,28,210,761,138,0.9970333576202393,-1.150130949804827,4.320624674266806,1.4045846997616473
32,0,32,156,790,19,0.9925859570503235,-1.6997510497115587,4.615791024216717,0.19338484996718333
27,0,27,420,747,123,0.9946647882461548,0.9872805498324623,4.178130574290987,1.2519124497875551
31,0,31,426,788,-1,0.987899899482727,1.048349449822099,4.595434724220172,-0.010178149998272806
