,id,x_px,y_px,z_px,visibility,x,y,z
0,0,425,30,450,0.9999828338623047,0.4649890590809628,0.022675736961451247,0.2346193952033368
7,7,471,10,858,0.9999713897705078,0.5153172866520788,0.007558578987150416,0.4473409801876955
8,8,378,24,846,0.9999563694000244,0.4135667396061269,0.018140589569160998,0.4410844629822732
11,11,579,185,1098,0.999972939491272,0.6334792122538293,0.1398337112622827,0.5724713242961418
12,12,307,212,1091,0.9999436140060425,0.3358862144420131,0.1602418745275888,0.5688216892596455
13,13,686,363,981,0.9849864840507507,0.75054704595186,0.2743764172335601,0.5114702815432742
14,14,223,404,853,0.9567671418190002,0.2439824945295405,0.30536659108087677,0.44473409801876956
15,15,855,278,434,0.9950902462005615,0.9354485776805251,0.21012849584278157,0.22627737226277372
16,16,61,311,204,0.9960177540779114,0.06673960612691467,0.23507180650037793,0.10636079249217935
19,19,914,228,240,0.9944104552268982,1.0,0.17233560090702948,0.1251303441084463
20,20,0,282,0,0.9964340925216675,0.0,0.21315192743764172,0.0
23,23,536,606,1237,0.9999868869781494,0.5864332603938731,0.4580498866213152,0.6449426485922837
24,24,380,614,1235,0.9999885559082031,0.41575492341356673,0.46409674981103555,0.6438998957247133
25,25,559,926,1194,0.9951661825180054,0.611597374179431,0.6999244142101285,0.6225234619395204
26,26,396,930,1187,0.9934593439102173,0.43326039387308535,0.7029478458049887,0.618873826903024
27,27,509,1172,1870,0.9899402260780334,0.5568927789934355,0.8858654572940288,0.9749739311783108
28,28,406,1216,1599,0.9971863627433777,0.4442013129102845,0.9191232048374905,0.8336809176225235
31,31,532,1291,1603,0.9894011616706848,0.5820568927789934,0.9758125472411187,0.8357664233576643
32,32,362,1323,1256,0.9949736595153809,0.39606126914660833,1.0,0.6548488008342023
