,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,214,136,-272,0.9997709393501282,-0.3121776688157186,-0.5902995919424497,-1.5438604712340995
7,0,7,284,125,-329,0.9999561309814453,0.08513936422246872,-0.6527351257055936,-1.8673900552794807
20,0,20,160,448,-489,0.7515619397163391,-0.618679380016606,1.1805991838848995,-2.77554327365248
16,0,16,151,431,-367,0.7867698073387146,-0.6697629985500873,1.0841079044327684,-2.083076444643068
14,0,14,154,364,-71,0.8127666711807251,-0.6527351257055936,0.7038187442390748,-0.4029929906530186
12,0,12,181,244,-105,0.9997636675834656,-0.49948427010514984,0.022703830459324992,-0.595975549557281
11,0,11,357,236,-194,0.9999816417694092,0.49948427010514984,-0.022703830459324992,-1.101135777277262
13,0,13,401,365,-139,0.9934288859367371,0.7492264051577248,0.709494701853906,-0.7889581084615435
15,0,15,353,451,-324,0.9713978171348572,0.47678043964582484,1.1976270567293934,-1.8390102672053243
19,0,19,328,472,-435,0.9395647644996643,0.3348814992750436,1.3168221666408495,-2.4690415624515927
24,0,24,204,493,20,0.9994810223579407,-0.36893724496403113,1.4360172765523058,0.11351915229662496
23,0,23,308,494,-20,0.9997054934501648,0.22136234697841867,1.441693234167137,-0.11351915229662496
26,0,26,221,714,22,0.9904685616493225,-0.2724459655118999,2.6904039094300116,0.12487106752628746
25,0,25,348,713,-98,0.9922500848770142,0.4484006515716686,2.68472795181518,-0.5562438462534623
26,0,26,221,714,22,0.9904685616493225,-0.2724459655118999,2.6904039094300116,0.12487106752628746
28,0,28,248,901,257,0.989421546459198,-0.11919510991145621,3.751807983403455,1.4587211070116308
32,0,32,223,966,29,0.981311023235321,-0.2610940502822374,4.120745228367486,0.1646027708301062
27,0,27,382,919,78,0.9933193922042847,0.641383210475931,3.853975220470417,0.44272469395683733
31,0,31,421,980,-192,0.9855603575706482,0.8627455574543497,4.200208634975123,-1.0897838620475997
