,id,x_px,y_px,z_px,visibility,x,y,z
0,0,372,188,547,0.9999879598617554,0.5299145299145299,0.18007662835249041,0.41220798794272795
7,7,398,175,877,0.9999556541442871,0.5669515669515669,0.16762452107279693,0.6608892238131123
8,8,328,160,730,0.9999438524246216,0.4672364672364672,0.1532567049808429,0.5501130369253956
11,11,431,237,1070,0.999951958656311,0.613960113960114,0.22701149425287356,0.8063300678221552
12,12,240,262,774,0.9999266862869263,0.3418803418803419,0.2509578544061303,0.5832705350414469
13,13,563,161,1134,0.989153265953064,0.801994301994302,0.15421455938697318,0.854559155990957
14,14,138,340,504,0.9946080446243286,0.19658119658119658,0.32567049808429116,0.37980406932931426
15,15,674,45,977,0.9974697828292847,0.9601139601139601,0.04310344827586207,0.7362471740768651
16,16,32,410,120,0.9944684505462646,0.045584045584045586,0.39272030651340994,0.0904295403165034
19,19,695,0,903,0.9954570531845093,0.99002849002849,0.0,0.680482290881688
20,20,5,430,0,0.9890457987785339,0.007122507122507123,0.4118773946360153,0.0
23,23,506,534,1051,0.9999772310256958,0.7207977207977208,0.5114942528735632,0.7920120572720422
24,24,412,567,816,0.9999626874923706,0.5868945868945868,0.5431034482758621,0.6149208741522231
25,25,624,721,1045,0.9825933575630188,0.8888888888888888,0.6906130268199234,0.787490580256217
26,26,449,778,496,0.9930012226104736,0.6396011396011396,0.7452107279693486,0.373775433308214
27,27,582,934,1313,0.9907869696617126,0.8290598290598291,0.8946360153256705,0.9894498869630746
28,28,346,943,888,0.9887179136276245,0.4928774928774929,0.9032567049808429,0.6691785983421251
31,31,626,1042,1095,0.990882396697998,0.8917378917378918,0.9980842911877394,0.8251695553880934
32,32,341,1044,736,0.9863358736038208,0.48575498575498577,1.0,0.5546345139412208
