,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,224,156,30,0.9992471933364868,0.41876208456850694,-0.20938104228425347,0.3140715634263802
7,0,7,191,157,150,0.999819815158844,0.07328336479948871,-0.1989119901700408,1.570357817131901
20,0,20,373,49,-133,0.9486526250839233,1.9786508495861952,-1.3295696185050094,-1.3923839311902855
16,0,16,368,64,-138,0.9694514274597168,1.926305589015132,-1.1725338367918194,-1.444729191761349
14,0,14,305,115,-229,0.985967218875885,1.2667553058197334,-0.6386121789669731,-2.397412934154702
12,0,12,229,160,-113,0.9997068047523499,0.4711073451395703,-0.16750483382740278,-1.183002888906032
11,0,11,139,192,171,0.9986900687217712,-0.4711073451395703,0.16750483382740278,1.790207911530367
13,0,13,134,242,221,0.16360048949718475,-0.5234526057106337,0.6909574395380365,2.3136605172410007
15,0,15,135,289,187,0.17353329062461853,-0.512983553596421,1.183002888906032,1.9577127453577698
19,0,19,136,304,162,0.175090953707695,-0.5025145014822083,1.3400386706192222,1.6959864425024531
24,0,24,237,247,-124,0.9999856948852539,0.5548597620532717,0.7433027001090998,-1.2981624621623715
23,0,23,167,251,124,0.9999732971191406,-0.17797388594161545,0.7851789085659505,1.2981624621623715
26,0,26,400,234,-291,0.9979315996170044,2.2613152566699375,0.6072050226243351,-3.046494165235888
25,0,25,281,261,79,0.9285714030265808,1.0154980550786292,0.8898694297080773,0.8270551170228012
26,0,26,400,234,-291,0.9979315996170044,2.2613152566699375,0.6072050226243351,-3.046494165235888
28,0,28,425,330,-295,0.9937300682067871,2.523041559525254,1.6122340255887517,-3.088370373692739
32,0,32,490,326,-362,0.9835240244865417,3.203529946949078,1.570357817131901,-3.7897968653449876
27,0,27,308,327,80,0.937279224395752,1.2981624621623715,1.5808268692461136,0.8375241691370139
31,0,31,360,338,10,0.9151575565338135,1.8425531721014305,1.6959864425024531,0.10469052114212674
