,id,x_px,y_px,z_px,visibility,x,y,z
0,0,729,193,-619,0.9984570741653442,0.4,0.020750199521149242,0.21391752577319587
7,7,782,183,-214,0.9980722069740295,0.5796610169491525,0.012769353551476457,0.422680412371134
8,8,677,184,-264,0.9963005185127258,0.22372881355932203,0.013567438148443736,0.39690721649484534
11,11,871,356,23,0.9998596906661987,0.8813559322033898,0.15083798882681565,0.5448453608247422
12,12,615,352,-99,0.9996448159217834,0.013559322033898305,0.14764565043894654,0.48195876288659795
13,13,906,564,-161,0.88377845287323,1.0,0.31683958499600956,0.45
14,14,611,550,-387,0.8158993124961853,0.0,0.3056664006384677,0.33350515463917524
15,15,816,443,-712,0.8451710939407349,0.6949152542372882,0.2202713487629689,0.16597938144329896
16,16,771,435,-895,0.8324616551399231,0.5423728813559322,0.21388667198723066,0.07164948453608247
19,19,793,385,-836,0.8344718217849731,0.6169491525423729,0.1739824421388667,0.10206185567010309
20,20,803,386,-1010,0.8171252012252808,0.6508474576271186,0.174780526735834,0.012371134020618556
23,23,805,766,29,0.9998379349708557,0.6576271186440678,0.47805267358339987,0.547938144329897
24,24,657,763,-30,0.9998422861099243,0.15593220338983052,0.475658419792498,0.5175257731958763
25,25,774,1066,227,0.9070959091186523,0.5525423728813559,0.7174780526735834,0.65
26,26,655,1064,157,0.8921540379524231,0.14915254237288136,0.7158818834796489,0.6139175257731959
27,27,747,1314,860,0.9121049046516418,0.4610169491525424,0.9154030327214685,0.9762886597938144
28,28,676,1302,804,0.9145749807357788,0.22033898305084745,0.9058260175578612,0.9474226804123711
31,31,729,1420,548,0.88701993227005,0.4,1.0,0.8154639175257732
32,32,654,1418,515,0.8775603771209717,0.14576271186440679,0.9984038308060654,0.7984536082474227
