,id,x_px,y_px,z_px,visibility,x,y,z
0,0,131,17,0,0.9939659237861633,0.5038461538461538,0.019744483159117306,0.0
7,7,160,14,125,0.9960464835166931,0.6153846153846154,0.016260162601626018,0.3004807692307692
8,8,93,7,112,0.9817018508911133,0.3576923076923077,0.008130081300813009,0.2692307692307692
11,11,226,124,190,0.999896764755249,0.8692307692307693,0.1440185830429733,0.4567307692307692
12,12,25,132,208,0.9985149502754211,0.09615384615384616,0.15331010452961671,0.5
13,13,260,269,239,0.8373322486877441,1.0,0.3124274099883856,0.5745192307692307
14,14,0,273,204,0.3426021337509155,0.0,0.3170731707317073,0.49038461538461536
15,15,234,393,170,0.41098201274871826,0.9,0.4564459930313589,0.40865384615384615
16,16,25,391,143,0.04791787266731262,0.09615384615384616,0.454123112659698,0.34375
19,19,208,429,114,0.39121919870376587,0.8,0.49825783972125437,0.27403846153846156
20,20,51,422,90,0.06209637224674225,0.19615384615384615,0.4901277584204414,0.21634615384615385
23,23,188,401,324,0.9999467134475708,0.7230769230769231,0.4657375145180023,0.7788461538461539
24,24,73,405,336,0.9998806715011597,0.28076923076923077,0.47038327526132406,0.8076923076923077
25,25,198,599,305,0.9517671465873718,0.7615384615384615,0.6957026713124274,0.7331730769230769
26,26,95,600,341,0.8278165459632874,0.36538461538461536,0.6968641114982579,0.8197115384615384
27,27,206,799,381,0.9728632569313049,0.7923076923076923,0.9279907084785134,0.9158653846153846
28,28,121,782,416,0.9541667103767395,0.4653846153846154,0.908246225319396,1.0
31,31,237,861,213,0.954730749130249,0.9115384615384615,1.0,0.5120192307692307
32,32,81,837,271,0.9256203174591064,0.31153846153846154,0.9721254355400697,0.6514423076923077
