,id,x_px,y_px,z_px,visibility,x,y,z
0,0,191,13,212,0.9997987151145935,0.7047970479704797,0.02927927927927928,0.5506493506493506
7,7,219,2,237,0.9997536540031433,0.8081180811808119,0.0045045045045045045,0.6155844155844156
8,8,207,0,327,0.9993734955787659,0.7638376383763837,0.0,0.8493506493506493
11,11,271,55,257,0.9999263286590576,1.0,0.12387387387387387,0.6675324675324675
12,12,176,39,385,0.9999194145202637,0.6494464944649446,0.08783783783783784,1.0
13,13,234,119,175,0.9826106429100037,0.8634686346863468,0.268018018018018,0.45454545454545453
14,14,98,39,353,0.9510930180549622,0.36162361623616235,0.08783783783783784,0.9168831168831169
15,15,170,96,45,0.9917154908180237,0.6273062730627307,0.21621621621621623,0.11688311688311688
16,16,25,34,198,0.9832137823104858,0.09225092250922509,0.07657657657657657,0.5142857142857142
19,19,150,85,0,0.9908141493797302,0.5535055350553506,0.19144144144144143,0.0
20,20,0,28,140,0.9768887162208557,0.0,0.06306306306306306,0.36363636363636365
23,23,237,197,332,0.9999386072158813,0.8745387453874539,0.4436936936936937,0.8623376623376623
24,24,181,193,350,0.9999459981918335,0.6678966789667896,0.4346846846846847,0.9090909090909091
25,25,251,302,242,0.9674370288848877,0.9261992619926199,0.6801801801801802,0.6285714285714286
26,26,182,300,272,0.9719477891921997,0.6715867158671587,0.6756756756756757,0.7064935064935065
27,27,245,409,332,0.9728538990020752,0.9040590405904059,0.9211711711711712,0.8623376623376623
28,28,191,406,348,0.9562390446662903,0.7047970479704797,0.9144144144144144,0.9038961038961039
31,31,251,444,201,0.9642611145973206,0.9261992619926199,1.0,0.522077922077922
32,32,179,433,227,0.9448845982551575,0.6605166051660517,0.9752252252252253,0.5896103896103896
